イオンスーパーセンター釜石,岩手県釜石市港町2-1-1,,141.882648,39.2708708,2015-01
イオンスーパーセンター盛岡渋民,岩手県盛岡市玉山区渋民字鶴飼20-1,,141.1728109,39.84969550000001,2015-01
イオンスーパーセンター金ヶ崎,岩手県胆沢郡金ヶ崎町三ケ尻荒巻165,,141.1012501,39.2195472,2015-01
イオンスーパーセンター水沢桜屋敷,岩手県奥州市水沢区字桜屋敷西28-10,,141.1251865,39.1246223,2015-01
アピナ伊那,長野県伊那市西町5093,,137.950297,35.8326387,2015-01
アピナ佐久インター,長野県佐久市岩村田北1-13-1,,138.4823689,36.2844314,2015-01
アピナ上田,長野県上田市秋和359-1,,138.2228832,36.4158613,2015-01
らんらんらんど長野若里,長野県長野市若里3-22-1,ケーズタウン若里2階,138.1963514,36.6314327,2015-01
パロ佐久,長野県佐久市岩村田6-2,ステーションパーク佐久,138.4870261,36.2891772,2015-01
アピナ塩尻店,長野県塩尻市広丘野村1794-1,,137.9538308,36.1415524,2015-01
アピナ富山南店,富山県富山市堀川町355-3,マイプラザ内,137.2173196,36.664937,2015-01
らんらんらんど氷見,富山県氷見市幸町9-78,ハッピータウン氷見店2F,136.9822063,36.8576392,2015-01
ユーズランド高岡店,富山県高岡市下伏間江383,イオンモール高岡2F,137.0174003,36.7236221,2015-01
アピナ富山新庄店,富山県富山市荒川3-2-12,,137.2481247,36.6952451,2015-01
らんらんらんど篠山,兵庫県篠山市杉265-1,バザールタウン2階,135.1839724,35.063549,2015-01
テックランドNew松山問屋町本店,愛媛県松山市問屋町9,?30,132.7499119,33.8644974,2015-01
ポップンパーク東石井,愛媛県松山市東石井6-16-39,,132.7778223,33.8130101,2015-01
フジグラン西条,愛媛県西条市新田字北新田235,,133.1826556,33.9249803,2015-01
フジグラン今治,愛媛県今治市東門町5-13-1,,133.0147659,34.0613692,2015-01
フジグラン新居浜,愛媛県新居浜市新須賀町2-10-7,,133.2834274,33.9675443,2015-01
フジグラン重信,愛媛県東温市野田3-1-13,,132.8336774,33.7956276,2015-01
フジグラン伊予,愛媛県伊予市米湊字安広 728-3,,132.7052529,33.7571576,2015-01
フジグラン北浜,愛媛県八幡浜市北浜1-4-33,,132.4207587,33.4619757,2015-01
フジグラン北宇和島,愛媛県宇和島市伊吹町甲912-2,,132.5698927,33.2354948,2015-01
らんらんらんど三津,愛媛県松山市三津3-5-40,ピコア21三津店1F,132.7111835,33.8616751,2015-01
らんらんらんど宇和,愛媛県西予市宇和町卯之町5-390,ショッパーズ宇和店1F,132.5217722,33.3589654,2015-01
ふぇすたらんど川之江,愛媛県四国中央市妻鳥町上樋ノ上1795-1,イオン川之江店内,133.5732314,33.9866013,2015-01
アミパラ松山店,愛媛県松山市生石町655-1,,132.7449799,33.8338047,2015-01
ポップンパーク若水,愛媛県新居浜市若水町2-6-5,,133.2782767,33.9682608,2015-01
ポップンパーク三島,愛媛県四国中央市寒川町35-5,,133.5249536,33.9723501,2015-01
ハローズ今治店,愛媛県今治市土橋町1-4-26,,133.006963,34.0480779,2015-01
キッズワールドメリーゴーランド松山,愛媛県東温市奈良1125,クールスモール2階,132.8807339,33.7904387,2015-01
ドン･キホーテ秋田,秋田県秋田市旭北錦町4-58,,140.1090417,39.7148531,2015-01
セガワールド秋田,秋田県秋田市茨島1-1-16,,140.1046402,39.7041723,2015-01
PRESTOユザワプラザ,秋田県湯沢市材木町2-1-18,ユザワプラザ2階,140.4882254,39.1616222,2015-01
イオンスーパーセンター横手南,秋田県横手市婦気大堤字中田4-1,,140.55234250000004,39.2950974,2015-01
